date,home_team,away_team,home_score,away_score,competition,stadium,city,country,neutral,world_cup
1958-03-09,France,Australia,19,0,"1957–58 Australia tour of Great Britain, Ireland and France",Stade Yves-du-Manoir,Colombes,France,False,False
1958-03-15,Scotland,England,3,3,1958 Five Nations Championship,Murrayfield Stadium,Edinburgh,Scotland,False,False
1958-03-15,Ireland,Wales,6,9,1958 Five Nations Championship,Lansdowne Road,Dublin,Ireland,False,False
1958-03-29,Wales,France,6,16,1958 Five Nations Championship,National Stadium,Cardiff,Wales,False,False
1958-04-07,Italy,France,3,11,Test Match,Stadio Arturo Collana,Naples,Italy,False,False
1958-04-19,France,Ireland,11,6,1958 Five Nations Championship,Colombes,Paris,France,False,False
1958-07-26,South Africa,France,3,3,1958 France rugby union tour of South Africa,Newlands,Cape Town,South Africa,False,False
1958-08-16,South Africa,France,5,9,1958 France rugby union tour of South Africa,Ellis Park,Johannesburg,South Africa,False,False
1958-08-23,New Zealand,Australia,25,3,1958 Australia tour of New Zealand,Athletic Park,Wellington,New Zealand,False,False
1958-09-06,New Zealand,Australia,3,6,1958 Australia tour of New Zealand,Lancaster Park,Christchurch,New Zealand,False,False
1958-09-20,New Zealand,Australia,17,8,1958 Australia tour of New Zealand,Epsom Showgrounds,Auckland,New Zealand,False,False
1959-01-10,France,Scotland,9,0,1959 Five Nations Championship,Stade Yves-du-Manoir,Colombes,France,False,False
1959-01-17,Wales,England,5,0,1959 Five Nations Championship,Cardiff Arms Park,Cardiff,Wales,False,False
1959-02-07,Scotland,Wales,6,5,1959 Five Nations Championship,Murrayfield Stadium,Edinburgh,Scotland,False,False
1959-02-14,Ireland,England,0,3,1959 Five Nations Championship,Lansdowne Road,Dublin,Ireland,False,False
1959-02-28,Scotland,Ireland,3,8,1959 Five Nations Championship,Murrayfield Stadium,Edinburgh,Scotland,False,False
1959-02-28,England,France,3,3,1959 Five Nations Championship,Twickenham,London,England,False,False
1959-03-14,Wales,Ireland,8,6,1959 Five Nations Championship,National Stadium,Cardiff,Wales,False,False
1959-03-21,England,Scotland,3,3,1959 Five Nations Championship,Twickenham Stadium,London,England,False,False
1959-03-29,France,Italy,22,0,Test Match,Stade Marcel Saupin,Nantes,France,False,False
1959-04-04,France,Wales,11,3,1959 Five Nations Championship,Stade Colombes,Paris,France,False,False
1959-04-18,Ireland,France,9,5,1959 Five Nations Championship,Lansdowne Road,Dublin,Ireland,False,False
1960-01-09,Scotland,France,11,13,1960 Five Nations Championship,Murrayfield,Edinburgh,Scotland,False,False
1960-01-16,England,Wales,14,6,1960 Five Nations Championship,Twickenham,London,England,False,False
1960-02-06,Wales,Scotland,8,0,1960 Five Nations Championship,National Stadium,Cardiff,Wales,False,False
1960-02-13,England,Ireland,8,5,1960 Five Nations Championship,Twickenham,London,England,False,False
1960-02-27,Ireland,Scotland,5,6,1960 Five Nations Championship,Lansdowne Road,Dublin,Ireland,False,False
1960-02-27,France,England,3,3,1960 Five Nations Championship,Stade Yves-du-Manoir,Colombes,France,False,False
1960-03-12,Ireland,Wales,9,10,1960 Five Nations Championship,Lansdowne Road,Dublin,Ireland,False,False
1960-03-19,Scotland,England,12,21,1960 Five Nations Championship,Murrayfield Stadium,Edinburgh,Scotland,False,False
1960-03-26,Wales,France,8,16,1960 Five Nations Championship,National Stadium,Cardiff,Wales,False,False
1960-04-09,France,Ireland,23,6,1960 Five Nations Championship,Colombes,Paris,France,False,False
1960-04-17,Italy,France,0,26,Test Match,Stadio Comunale di Monigo,Treviso,Italy,False,False
1960-04-30,South Africa,Scotland,18,10,,EPRU Stadium,Port Elizabeth,South Africa,False,False
1960-06-25,South Africa,New Zealand,13,0,1960 New Zealand tour,Ellis Park,Johannesburg,South Africa,False,False
1960-07-23,Argentina,France,3,37,1960 France tour of Argentina and Uruguay,Ferro Carrill Oeste,Buenos Aires,Argentina,False,False
1960-07-23,South Africa,New Zealand,3,11,1960 New Zealand tour,Newlands,Cape Town,South Africa,False,False
1960-08-06,Argentina,France,3,12,1960 France tour of Argentina and Uruguay,Ferro Carrill Oeste,Buenos Aires,Argentina,False,False
1960-08-13,South Africa,New Zealand,11,11,1960 New Zealand tour,Free State Stadium,Bloemfontein,South Africa,False,False
1960-08-17,Argentina,France,6,29,1960 France tour of Argentina and Uruguay,Ferro Carrill Oeste,Buenos Aires,Argentina,False,False
1960-08-27,South Africa,New Zealand,8,3,1960 New Zealand tour,Boet Erasmus Stadium,Port Elizabeth,South Africa,False,False
1960-12-03,Wales,South Africa,0,3,1960–61 South Africa tour of Europe,National Stadium,Cardiff,Wales,False,False
1960-12-17,Ireland,South Africa,3,8,1960–61 South Africa rugby union tour of Europe,Lansdowne Road,Dublin,Ireland,False,False
1961-01-07,France,Scotland,11,0,1961 Five Nations Championship,Stade Yves-du-Manoir,Colombes,France,False,False
1961-01-07,England,South Africa,0,5,1960-61 South Africa rugby union tour of Europe,Twickenham,London,England,False,False
1961-01-21,Wales,England,6,3,1961 Five Nations Championship,Cardiff Arms Park,Cardiff,Wales,False,False
1961-01-21,Scotland,South Africa,5,12,1960–61 South Africa rugby union tour of Europe,Murrayfield,Edinburgh,Scotland,False,False
1961-02-11,Scotland,Wales,3,0,1961 Five Nations Championship,Murrayfield Stadium,Edinburgh,Scotland,False,False
1961-02-11,Ireland,England,11,8,1961 Five Nations Championship,Lansdowne Road,Dublin,Ireland,False,False
1961-02-18,France,South Africa,0,0,1960–61 South Africa rugby union tour of Europe,Yves-du-Manoir,Colombes,France,False,False
1961-02-25,Scotland,Ireland,16,8,1961 Five Nations Championship,Murrayfield Stadium,Edinburgh,Scotland,False,False
1961-02-25,England,France,5,5,1961 Five Nations Championship,Twickenham,London,England,False,False
1961-03-11,Wales,Ireland,9,0,1961 Five Nations Championship,National Stadium,Cardiff,Wales,False,False
1961-03-18,England,Scotland,6,0,1961 Five Nations Championship,Twickenham Stadium,London,England,False,False
1961-03-25,France,Wales,8,6,1961 Five Nations Championship,Stade Colombes,Paris,France,False,False
1961-04-02,France,Italy,17,0,Test Match,Stade Municipal,Chambéry,France,False,False
1961-04-15,Ireland,France,3,15,1961 Five Nations Championship,Lansdowne Road,Dublin,Ireland,False,False
1961-05-13,South Africa,Ireland,24,8,1961 Ireland rugby union tour of South Africa,Newlands,Cape Town,South Africa,False,False
1961-07-22,New Zealand,France,13,6,1961 French tour of New Zealand,Eden Park,Auckland,New Zealand,False,False
1961-08-05,New Zealand,France,5,3,1961 French tour of New Zealand,Athletic Park,Wellington,New Zealand,False,False
1961-08-05,South Africa,Australia,28,3,1961 Australia tour of South Africa,Ellis Park Stadium,Johannesburg,South Africa,False,False
1961-08-12,South Africa,Australia,23,11,1961 Australia tour of South Africa,Boet Erasmus Stadium,Port Elizabeth,South Africa,False,False
1961-08-19,New Zealand,France,32,3,1961 French tour of New Zealand,Lancaster Park,Christchurch,New Zealand,False,False
1961-08-26,Australia,France,8,15,1961 France tour of New Zealand and Australia,Sydney Cricket Ground,Sydney,Australia,False,False
1962-01-13,Scotland,France,3,11,1962 Five Nations Championship,Murrayfield,Edinburgh,Scotland,False,False
1962-01-20,England,Wales,0,0,1962 Five Nations Championship,Twickenham,London,England,False,False
1962-02-03,Wales,Scotland,3,8,1962 Five Nations Championship,National Stadium,Cardiff,Wales,False,False
1962-02-10,England,Ireland,16,0,1962 Five Nations Championship,Twickenham,London,England,False,False
1962-02-24,France,England,13,0,1962 Five Nations Championship,Stade Yves-du-Manoir,Colombes,France,False,False
1962-02-24,Ireland,Scotland,6,20,1962 Five Nations Championship,Lansdowne Road,Dublin,Ireland,False,False
1962-03-17,Scotland,England,3,3,1962 Five Nations Championship,Murrayfield Stadium,Edinburgh,Scotland,False,False
1962-03-24,Wales,France,3,0,1962 Five Nations Championship,National Stadium,Cardiff,Wales,False,False
1962-04-14,France,Ireland,11,0,1962 Five Nations Championship,Colombes,Paris,France,False,False
1962-04-22,Italy,France,3,6,Test Match,Stadio Mompiano,Brescia,Italy,False,False
1962-05-26,Australia,New Zealand,6,20,1962 New Zealand tour of Australia,Brisbane Exhibition Ground,Brisbane,Australia,False,False
1962-06-04,Australia,New Zealand,5,14,1962 New Zealand tour of Australia,Sydney Cricket Ground,Sydney,Australia,False,False
1962-08-25,New Zealand,Australia,9,9,1962 Australia tour of New Zealand,Athletic Park,Wellington,New Zealand,False,False
1962-09-08,New Zealand,Australia,3,0,1962 Australia tour of New Zealand,Carisbrook,Dunedin,New Zealand,False,False
1962-09-22,New Zealand,Australia,16,8,1962 Australia tour of New Zealand,Eden Park,Auckland,New Zealand,False,False
1962-11-17,Ireland,Wales,3,3,1962 Five Nations Championship,Lansdowne Road,Dublin,Ireland,False,False
1963-01-12,France,Scotland,6,11,1963 Five Nations Championship,Stade Yves-du-Manoir,Colombes,France,False,False
1963-01-19,Wales,England,6,13,1963 Five Nations Championship,Cardiff Arms Park,Cardiff,Wales,False,False
1963-01-26,Ireland,France,5,24,1963 Five Nations Championship,Lansdowne Road,Dublin,Ireland,False,False
1963-02-02,Scotland,Ireland,3,0,1963 Five Nations Championship,Murrayfield Stadium,Edinburgh,Scotland,False,False
1963-02-02,Scotland,Wales,0,6,1963 Five Nations Championship,Murrayfield Stadium,Edinburgh,Scotland,False,False
1963-02-11,Ireland,England,0,0,1963 Five Nations Championship,Lansdowne Road,Dublin,Ireland,False,False
1963-02-23,England,France,6,5,1963 Five Nations Championship,Twickenham,London,England,False,False
1963-03-09,Wales,Ireland,6,14,1963 Five Nations Championship,National Stadium,Cardiff,Wales,False,False
1963-03-16,England,Scotland,10,8,1963 Five Nations Championship,Twickenham Stadium,London,England,False,False
1963-03-23,France,Wales,5,3,1963 Five Nations Championship,Stade Colombes,Paris,France,False,False
1963-04-14,France,Italy,14,12,Test Match,Stade Lesdiguières,Grenoble,France,False,False
1963-05-25,New Zealand,England,21,11,1963 England rugby union tour of Australasia,Eden Park,Auckland,New Zealand,False,False
1963-06-01,New Zealand,England,9,6,1963 England rugby union tour of Australasia,Lancaster Park,Christchurch,New Zealand,False,False
1963-06-04,Australia,England,18,9,1963 England tour of Australia and New Zealand,Sydney Sports Ground,Sydney,Australia,False,False
1963-07-13,South Africa,Australia,14,3,1963 Australia tour of South Africa,Loftus Versfeld Stadium,Pretoria,South Africa,False,False
1963-08-10,South Africa,Australia,5,9,1963 Australia tour of South Africa,Newlands Stadium,Cape Town,South Africa,False,False
1963-08-24,South Africa,Australia,9,11,1963 Australia tour of South Africa,Ellis Park Stadium,Johannesburg,South Africa,False,False
1963-09-07,South Africa,Australia,22,6,1963 Australia tour of South Africa,Boet Erasmus Stadium,Port Elizabeth,South Africa,False,False
1963-12-07,Ireland,New Zealand,5,6,"1963–64 New Zealand rugby union tour of Britain, Ireland, France and North America",Lansdowne Road,Dublin,Ireland,False,False
1963-12-21,Wales,New Zealand,0,6,1963–64 New Zealand tour of Europe and North America,National Stadium,Cardiff,Wales,False,False
1964-01-04,England,New Zealand,0,14,"1963–64 New Zealand rugby union tour of Britain, Ireland, France and North America",Twickenham,London,England,False,False
1964-01-04,Scotland,France,10,0,1964 Five Nations Championship,Murrayfield,Edinburgh,Scotland,False,False
1964-01-18,Scotland,New Zealand,0,0,1963-64 New Zealand tour,Murrayfield,Edinburgh,Scotland,False,False
1964-01-18,England,Wales,6,6,1964 Five Nations Championship,Twickenham,London,England,False,False
1964-02-01,Wales,Scotland,11,3,1964 Five Nations Championship,National Stadium,Cardiff,Wales,False,False
1964-02-08,France,New Zealand,3,12,1963–64 New Zealand tour,Yves-du-Manoir,Colombes,France,False,False
1964-02-08,England,Ireland,5,18,1964 Five Nations Championship,Twickenham,London,England,False,False
1964-02-22,France,England,3,6,1964 Five Nations Championship,Stade Yves-du-Manoir,Colombes,France,False,False
1964-02-22,Ireland,Scotland,3,6,1964 Five Nations Championship,Lansdowne Road,Dublin,Ireland,False,False
1964-03-07,Ireland,Wales,6,15,1964 Five Nations Championship,Lansdowne Road,Dublin,Ireland,False,False
1964-03-21,Scotland,England,15,6,1964 Five Nations Championship,Murrayfield Stadium,Edinburgh,Scotland,False,False
1964-03-21,Wales,France,11,11,1964 Five Nations Championship,National Stadium,Cardiff,Wales,False,False
1964-03-29,Italy,France,3,12,Test Match,Stadio XXV Aprile,Parma,Italy,False,False
1964-04-11,France,Ireland,27,6,1964 Five Nations Championship,Colombes,Paris,France,False,False
1964-05-23,South Africa,Wales,24,3,1964 Wales tour of Kenya and South Africa,Kings Park,Durban,South Africa,False,False
1964-07-25,South Africa,France,6,8,1964 France rugby union tour of South Africa,Pam Brink Stadium,Springs,South Africa,False,False
1964-08-15,New Zealand,Australia,14,9,1964 Australia tour of New Zealand,Carisbrook,Dunedin,New Zealand,False,False
1964-08-22,New Zealand,Australia,18,3,1964 Australia tour of New Zealand,Lancaster Park,Christchurch,New Zealand,False,False
1964-08-29,New Zealand,Australia,5,20,1964 Australia tour of New Zealand,Athletic Park,Wellington,New Zealand,False,False
1965-01-09,France,Scotland,16,8,1965 Five Nations Championship,Stade Yves-du-Manoir,Colombes,France,False,False
1965-01-16,Wales,England,14,3,1965 Five Nations Championship,Cardiff Arms Park,Cardiff,Wales,False,False
1965-01-23,Ireland,France,3,3,1965 Five Nations Championship,Lansdowne Road,Dublin,Ireland,False,False
1965-02-06,Scotland,Wales,12,14,1965 Five Nations Championship,Murrayfield Stadium,Edinburgh,Scotland,False,False
1965-02-13,Ireland,England,5,0,1965 Five Nations Championship,Lansdowne Road,Dublin,Ireland,False,False
1965-02-27,England,France,9,6,1965 Five Nations Championship,Twickenham,London,England,False,False
1965-02-27,Scotland,Ireland,6,16,1965 Five Nations Championship,Murrayfield Stadium,Edinburgh,Scotland,False,False
1965-03-13,Wales,Ireland,14,8,1965 Five Nations Championship,National Stadium,Cardiff,Wales,False,False
1965-03-20,England,Scotland,3,3,1965 Five Nations Championship,Twickenham Stadium,London,England,False,False
1965-03-27,France,Wales,22,13,1965 Five Nations Championship,Stade Colombes,Paris,France,False,False
1965-04-10,Ireland,South Africa,9,6,1965 South Africa rugby union tour of Scotland and Ireland,Lansdowne Road,Dublin,Ireland,False,False
1965-04-17,Scotland,South Africa,8,5,1965 South Africa rugby union tour of Scotland and Ireland,Murrayfield,Edinburgh,Scotland,False,False
1965-04-18,France,Italy,21,0,Test Match,Gare de La Croix du Prince,Pau,France,False,False
1965-06-19,Australia,South Africa,18,11,1965 South Africa tour of Australia and New Zealand,Sydney Cricket Ground,Sydney,Australia,False,False
1965-06-26,Australia,South Africa,12,8,1965 South Africa tour of Australia and New Zealand,Lang Park,Brisbane,Australia,False,False
1965-07-31,New Zealand,South Africa,6,3,1965 South Africa tour,Athletic Park,Wellington,New Zealand,False,False
1965-08-21,New Zealand,South Africa,13,0,1965 South Africa tour,Carisbrook,Dunedin,New Zealand,False,False
1965-09-04,New Zealand,South Africa,16,19,1965 South Africa tour,Lancaster Park,Christchurch,New Zealand,False,False
1965-09-18,New Zealand,South Africa,20,3,1965 South Africa tour,Eden Park,Auckland,New Zealand,False,False
1966-01-15,Scotland,France,3,3,1966 Five Nations Championship,Murrayfield,Edinburgh,Scotland,False,False
1966-01-15,England,Wales,6,11,1966 Five Nations Championship,Twickenham,London,England,False,False
1966-01-29,France,Ireland,11,6,1966 Five Nations Championship,Colombes,Paris,France,False,False
1966-02-05,Wales,Scotland,8,3,1966 Five Nations Championship,National Stadium,Cardiff,Wales,False,False
1966-02-12,England,Ireland,6,6,1966 Five Nations Championship,Twickenham,London,England,False,False
1966-02-26,Ireland,Scotland,3,11,1966 Five Nations Championship,Lansdowne Road,Dublin,Ireland,False,False
1966-02-26,France,England,13,0,1966 Five Nations Championship,Stade Yves-du-Manoir,Colombes,France,False,False
1966-03-12,Ireland,Wales,9,6,1966 Five Nations Championship,Lansdowne Road,Dublin,Ireland,False,False
1966-03-19,Scotland,England,6,3,1966 Five Nations Championship,Murrayfield Stadium,Edinburgh,Scotland,False,False
1966-03-26,Wales,France,9,8,1966 Five Nations Championship,National Stadium,Cardiff,Wales,False,False
1966-04-09,Italy,France,0,21,1966–67 FIRA Nations Cup,Stadio Arturo Collana,Naples,Italy,False,False
